sample_id,round,language,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r04-o17-rust-536870912,4,rust,536870912,4,33554432,159003331,33554432,33554432,349003845,134218022,349003842,159036827,159036827,1
r04-o18-rust-32768,4,rust,32768,65536,33554432,20267508,33554432,33554432,44488886,134398235,44488884,20293307,20293307,1
r04-o19-go-262144,4,go,262144,8192,33554432,38297266,33554432,33554432,82130760,234953782,82131038,37939129,37939129,true
r04-o20-c-6291456,4,c,6291456,342,33619968,89927311,50397184,50397184,197386769,134481854,197386750,89956430,89956430,1
r04-o21-cpp-1048576,4,cpp,1048576,2048,33554432,74687737,33554432,33554432,163936677,167782673,163936674,74714391,74714391,1
r04-o22-go-36864,4,go,36864,58255,33554880,39588479,3284255168,3284255168,85402081,235357405,85402504,39330349,39330349,true
r04-o23-rust-8388608,4,rust,8388608,256,33554432,109476672,33554432,33554432,240296029,134218715,240296056,109507667,109507667,1
r04-o24-go-6291456,4,go,6291456,342,33619968,95482666,50397184,50397184,207889355,235752061,207889286,95325164,95325164,true
r04-o25-c-32768,4,c,32768,65536,33554432,20141714,33554432,33554432,44212976,134545680,44212938,20166758,20166758,1
r04-o26-rust-1048576,4,rust,1048576,2048,33554432,72399687,33554432,33554432,158914776,134223643,158914778,72424116,72424116,1
r04-o27-rust-36864,4,rust,36864,58255,33554880,38589363,3284255168,3284255168,84703964,134380013,84703938,38614125,38614125,1
r04-o28-c-8388608,4,c,8388608,256,33554432,109433619,33554432,33554432,240201378,134219280,240201390,109462244,109462244,1
r05-o01-rust-6291456,5,rust,6291456,342,33619968,95189207,50397184,50397184,208936592,134481102,208936574,95218463,95218463,1
r05-o02-c-536870912,5,c,536870912,4,33554432,158650031,33554432,33554432,348228274,134218020,348228276,158683458,158683458,1
r05-o03-go-6291456,5,go,6291456,342,33619968,95979071,50397184,50397184,209218670,235752932,209218548,95812410,95812410,true
r05-o04-go-536870912,5,go,536870912,4,33554432,158774992,33554432,33554432,347029418,234896953,347029452,158524085,158524085,true
r05-o05-go-1048576,5,go,1048576,2048,33554432,76133621,33554432,33554432,165354555,234907820,165354508,75842492,75842492,true
r05-o06-c-32768,5,c,32768,65536,33554432,20185353,33554432,33554432,44308531,134545680,44308506,20209079,20209079,1
r05-o07-c-8388608,5,c,8388608,256,33554432,106311409,33554432,33554432,233349052,134219280,233349072,106344100,106344100,1
r05-o08-go-8388608,5,go,8388608,256,33554432,111408364,33554432,33554432,242823166,235296777,242822954,111184318,111184318,true
r05-o09-cpp-36864,5,cpp,36864,58255,33554880,39139727,3284255168,3284255168,85883689,168065953,85883710,39166539,39166539,1
r05-o10-rust-8388608,5,rust,8388608,256,33554432,108076872,33554432,33554432,237223720,134218715,237223712,108107020,108107020,1
r05-o11-c-262144,5,c,262144,8192,33554432,45291297,33554432,33554432,99414049,134258960,99414062,45316953,45316953,1
r05-o12-cpp-8388608,5,cpp,8388608,256,33554432,109318818,33554432,33554432,239949424,167773713,239949424,109349157,109349157,1
r05-o13-rust-262144,5,rust,262144,8192,33554432,51314309,33554432,33554432,112634084,134240539,112634104,51340207,51340207,1
r05-o14-c-1048576,5,c,1048576,2048,33554432,72371356,33554432,33554432,158852493,134228240,158852496,72396469,72396469,1
r05-o15-cpp-6291456,5,cpp,6291456,342,33619968,95216172,50397184,50397184,208995481,168101823,208995512,95245869,95245869,1
r05-o16-cpp-32768,5,cpp,32768,65536,33554432,23070276,33554432,33554432,50640710,168100113,50640722,23094884,23094884,1
r05-o17-c-36864,5,c,36864,58255,33554880,37478602,3284255168,3284255168,82265690,134511067,82265700,37500876,37500876,1
r05-o18-c-6291456,5,c,6291456,342,33619968,93366269,50397184,50397184,204935661,134481854,204935654,93398998,93398998,1
r05-o19-rust-32768,5,rust,32768,65536,33554432,20277554,33554432,33554432,44510942,134398235,44510950,20302526,20302526,1
r05-o20-cpp-262144,5,cpp,262144,8192,33554432,47704787,33554432,33554432,104711570,167813393,104711596,47729168,47729168,1
r05-o21-go-262144,5,go,262144,8192,33554432,56436320,33554432,33554432,121924621,234955560,121924814,56069817,56069817,true
r05-o22-go-32768,5,go,32768,65536,33554432,27117477,33554432,33554432,57924229,235410325,57924768,26819936,26819936,true
r05-o23-cpp-1048576,5,cpp,1048576,2048,33554432,74612031,33554432,33554432,163770588,167782673,163770596,74636404,74636404,1
r05-o24-rust-36864,5,rust,36864,58255,33554880,38583320,3284255168,3284255168,84690541,134380013,84690562,38606493,38606493,1
r05-o25-cpp-536870912,5,cpp,536870912,4,33554432,155273680,33554432,33554432,340818118,167772453,340818126,155307970,155307970,1
r05-o26-go-36864,5,go,36864,58255,33554880,39156919,3284255168,3284255168,84248994,235357093,84249352,38844332,38844332,true
r05-o27-rust-536870912,5,rust,536870912,4,33554432,157542819,33554432,33554432,345798173,134218022,345798178,157576982,157576982,1
r05-o28-rust-1048576,5,rust,1048576,2048,33554432,72425171,33554432,33554432,158970601,134223643,158970592,72451716,72451716,1
r06-o01-cpp-262144,6,cpp,262144,8192,33554432,51539110,33554432,33554432,113127594,167813393,113127586,51565004,51565004,1
r06-o02-rust-1048576,6,rust,1048576,2048,33554432,72345877,33554432,33554432,158796800,134223643,158796792,72370851,72370851,1
r06-o03-rust-536870912,6,rust,536870912,4,33554432,157781404,33554432,33554432,346322219,134218022,346322240,157816547,157816547,1
r06-o04-go-8388608,6,go,8388608,256,33554432,110844219,33554432,33554432,241529264,235294897,241529134,110618921,110618921,true
r06-o05-cpp-536870912,6,cpp,536870912,4,33554432,155364743,33554432,33554432,341018703,167772453,341018678,155398772,155398772,1
r06-o06-c-262144,6,c,262144,8192,33554432,57443714,33554432,33554432,126087761,134258960,126087764,57470866,57470866,1
r06-o07-go-32768,6,go,32768,65536,33554432,27043163,33554432,33554432,57901988,235412526,57902526,26791599,26791599,true
r06-o08-cpp-8388608,6,cpp,8388608,256,33554432,114501852,33554432,33554432,251325700,167773713,251325690,114531135,114531135,1
r06-o09-go-6291456,6,go,6291456,342,33619968,106145360,50397184,50397184,227856144,235751505,227856134,104547588,104547588,true
r06-o10-cpp-36864,6,cpp,36864,58255,33554880,40265273,3284255168,3284255168,88382463,168065948,88382470,40292452,40292452,1
r06-o11-go-1048576,6,go,1048576,2048,33554432,76395292,33554432,33554432,165510494,234907834,165510488,75983560,75983560,true
r06-o12-go-536870912,6,go,536870912,4,33554432,155612693,33554432,33554432,339917775,234898054,339917732,155344089,155344089,true
r06-o13-c-8388608,6,c,8388608,256,33554432,105984098,33554432,33554432,232630026,134219280,232630024,106014895,106014895,1
r06-o14-rust-6291456,6,rust,6291456,342,33619968,85338998,50397184,50397184,187315925,134481102,187315942,85368219,85368219,1
r06-o15-c-32768,6,c,32768,65536,33554432,20201027,33554432,33554432,44342922,134545680,44342936,20226387,20226387,1
r06-o16-c-36864,6,c,36864,58255,33554880,38602349,3284255168,3284255168,84732232,134511067,84732208,38625568,38625568,1
r06-o17-c-6291456,6,c,6291456,342,33619968,87265822,50397184,50397184,191331527,134481869,191331558,87270701,87270701,1
r06-o18-rust-262144,6,rust,262144,8192,33554432,51959190,33554432,33554432,114049506,134240539,114049496,51985492,51985492,1
r06-o19-rust-36864,6,rust,36864,58255,33554880,37995418,3284255168,3284255168,83400354,134380013,83400350,38018998,38018998,1
r06-o20-cpp-6291456,6,cpp,6291456,342,33619968,88869335,50397184,50397184,195065230,168101823,195065244,88898567,88898567,1
r06-o21-rust-32768,6,rust,32768,65536,33554432,20351233,33554432,33554432,44672729,134398235,44672716,20376388,20376388,1
r06-o22-go-262144,6,go,262144,8192,33554432,59538251,33554432,33554432,128709474,234955879,128709592,59166860,59166860,true
r06-o23-rust-8388608,6,rust,8388608,256,33554432,106918933,33554432,33554432,234681902,134218715,234681898,106948030,106948030,1
r06-o24-c-536870912,6,c,536870912,4,33554432,159030030,33554432,33554432,349062264,134218020,349062274,159063365,159063365,1
r06-o25-c-1048576,6,c,1048576,2048,33554432,72474813,33554432,33554432,159079842,134228240,159079866,72502340,72502340,1
r06-o26-go-36864,6,go,36864,58255,33554880,39660918,3284255168,3284255168,85363695,235357360,85364048,39341191,39341191,true
r06-o27-cpp-32768,6,cpp,32768,65536,33554432,23324183,33554432,33554432,51198238,168100113,51198246,23352092,23352092,1
r06-o28-cpp-1048576,6,cpp,1048576,2048,33554432,74792098,33554432,33554432,164166153,167782673,164166156,74819132,74819132,1
r07-o01-cpp-1048576,7,cpp,1048576,2048,33554432,75249143,33554432,33554432,164427990,167782684,164428088,75040889,75040889,1
r07-o02-rust-1048576,7,rust,1048576,2048,33554432,72305050,33554432,33554432,158707076,134223643,158707054,72330604,72330604,1
r07-o03-go-8388608,7,go,8388608,256,33554432,112481609,33554432,33554432,245177539,235294263,245177416,112275049,112275049,true
r07-o04-c-1048576,7,c,1048576,2048,33554432,72380063,33554432,33554432,158871805,134228240,158871834,72405732,72405732,1
r07-o05-cpp-8388608,7,cpp,8388608,256,33554432,110889976,33554432,33554432,243398171,167773713,243398188,110919507,110919507,1
r07-o06-c-262144,7,c,262144,8192,33554432,46274235,33554432,33554432,101571486,134258960,101571492,46301142,46301142,1
r07-o07-cpp-32768,7,cpp,32768,65536,33554432,23079915,33554432,33554432,50661812,168100113,50661776,23102649,23102649,1
r07-o08-rust-536870912,7,rust,536870912,4,33554432,157638315,33554432,33554432,346008269,134218022,346008256,157674350,157674350,1
r07-o09-rust-8388608,7,rust,8388608,256,33554432,105885517,33554432,33554432,232413550,134218715,232413566,105916602,105916602,1
r07-o10-cpp-262144,7,cpp,262144,8192,33554432,47660345,33554432,33554432,104613920,167813393,104613916,47685509,47685509,1
r07-o11-cpp-36864,7,cpp,36864,58255,33554880,40336223,3284255168,3284255168,88538174,168065948,88538186,40360070,40360070,1
r07-o12-go-1048576,7,go,1048576,2048,33554432,76105477,33554432,33554432,165366670,234907402,165366586,75812883,75812883,true
r07-o13-go-536870912,7,go,536870912,4,33554432,155481068,33554432,33554432,339755685,234896953,339755768,155219370,155219370,true
r07-o14-go-6291456,7,go,6291456,342,33619968,101991321,50397184,50397184,222305455,235752350,222305358,101789551,101789551,true
r07-o15-c-36864,7,c,36864,58255,33554880,38627793,3284255168,3284255168,84789153,134511067,84789166,38657629,38657629,1
r07-o16-c-536870912,7,c,536870912,4,33554432,158345535,33554432,33554432,347559872,134218026,347559872,158378830,158378830,1
r07-o17-rust-36864,7,rust,36864,58255,33554880,38580766,3284255168,3284255168,84684983,134380013,84684974,38606159,38606159,1
r07-o18-cpp-536870912,7,cpp,536870912,4,33554432,155491425,33554432,33554432,341295052,167772453,341295042,155523466,155523466,1
r07-o19-c-8388608,7,c,8388608,256,33554432,105804150,33554432,33554432,232235113,134219280,232235124,105834433,105834433,1
r07-o20-c-6291456,7,c,6291456,342,33619968,83734864,50397184,50397184,183794896,134481854,183794908,83764786,83764786,1
r07-o21-rust-32768,7,rust,32768,65536,33554432,20413597,33554432,33554432,44809614,134398235,44809622,20439045,20439045,1
r07-o22-go-32768,7,go,32768,65536,33554432,27123870,33554432,33554432,57921826,235410514,57922436,26818771,26818771,true
r07-o23-rust-6291456,7,rust,6291456,342,33619968,89960243,50397184,50397184,195884515,134481136,195884546,89484059,89484059,1
r07-o24-go-36864,7,go,36864,58255,33554880,38799397,3284255168,3284255168,83620458,235357823,83620878,38532778,38532778,true
r07-o25-go-262144,7,go,262144,8192,33554432,55593779,33554432,33554432,120263776,234954768,120263946,55281500,55281500,true
r07-o26-c-32768,7,c,32768,65536,33554432,20409352,33554432,33554432,44800155,134545680,44800140,20433328,20433328,1
r07-o27-cpp-6291456,7,cpp,6291456,342,33619968,92325216,50397184,50397184,202649859,168101823,202649832,92354060,92354060,1
r07-o28-rust-262144,7,rust,262144,8192,33554432,51537542,33554432,33554432,113124000,134240539,113124044,51563284,51563284,1
r08-o01-go-8388608,8,go,8388608,256,33554432,113525380,33554432,33554432,247555781,235295161,247555792,113315740,113315740,true
r08-o02-cpp-536870912,8,cpp,536870912,4,33554432,156196008,33554432,33554432,342842388,167772453,342842412,156230197,156230197,1
r08-o03-cpp-8388608,8,cpp,8388608,256,33554432,112388377,33554432,33554432,246687006,167773713,246687034,112418364,112418364,1
r08-o04-c-262144,8,c,262144,8192,33554432,52914361,33554432,33554432,116146113,134258960,116146140,52939322,52939322,1
r08-o05-cpp-1048576,8,cpp,1048576,2048,33554432,74709712,33554432,33554432,163984936,167782673,163984942,74734653,74734653,1
r08-o06-cpp-6291456,8,cpp,6291456,342,33619968,99544668,50397184,50397184,214876787,168101850,214876816,98141729,98141729,1
r08-o07-rust-1048576,8,rust,1048576,2048,33554432,72296817,33554432,33554432,158688847,134223643,158688838,72323061,72323061,1
r08-o08-rust-262144,8,rust,262144,8192,33554432,54463826,33554432,33554432,119546934,134240539,119546922,54489477,54489477,1
r08-o09-c-32768,8,c,32768,65536,33554432,20185380,33554432,33554432,44308540,134545680,44308528,20208286,20208286,1
r08-o10-rust-6291456,8,rust,6291456,342,33619968,119319508,50397184,50397184,261900702,134481102,261900672,119351245,119351245,1
r08-o11-cpp-36864,8,cpp,36864,58255,33554880,40366156,3284255168,3284255168,88603958,168065948,88603966,40393856,40393856,1
r08-o12-go-32768,8,go,32768,65536,33554432,27349269,33554432,33554432,58328846,235411931,58329458,27028632,27028632,true
r08-o13-c-536870912,8,c,536870912,4,33554432,157903642,33554432,33554432,346590084,134218020,346590090,157937528,157937528,1
r08-o14-rust-536870912,8,rust,536870912,4,33554432,157943440,33554432,33554432,346677083,134218022,346677078,157977042,157977042,1
r08-o15-c-1048576,8,c,1048576,2048,33554432,72516145,33554432,33554432,159170745,134228240,159170748,72543927,72543927,1
r08-o16-rust-36864,8,rust,36864,58255,33554880,38018861,3284255168,3284255168,83452154,134380013,83452160,38045780,38045780,1
r08-o17-go-1048576,8,go,1048576,2048,33554432,76188798,33554432,33554432,165520160,234908549,165520212,75882638,75882638,true
r08-o18-cpp-32768,8,cpp,32768,65536,33554432,23076222,33554432,33554432,50653708,168100113,50653702,23100845,23100845,1
