sample_id,round,compiler,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r03-o18-clang18_auto-32768,3,clang18_auto,32768,878907,450000384,281927965,995719398065972051,995719398065972051,618813950,2362503137,618813976,281957571,281957571,1
r03-o19-clang18_scalar-36864,3,clang18_scalar,36864,781250,450000000,377486850,996272629659386701,996272629659386701,828558578,2362501121,828558588,377516765,377516765,1
r03-o20-clang18_auto-6291456,3,clang18_auto,6291456,1221,120029184,623592983,257963754663396029,257963754663396029,1368742477,630154337,1368742474,623629632,623629632,1
r03-o21-gcc13_scalar-6291456,3,gcc13_scalar,6291456,1221,120029184,806199449,257963754663396029,257963754663396029,1769545021,930226495,1769545008,806231678,806231678,1
r03-o22-clang18_scalar-536870912,3,clang18_scalar,536870912,3,25165824,311006440,54016160691990295,54016160691990295,682640089,132121697,682640068,311040097,311040097,1
r03-o23-clang18_auto-536870912,3,clang18_auto,536870912,3,25165824,310128759,54016160691990295,54016160691990295,680714483,132121697,680714474,310164610,310164610,1
r03-o24-gcc13_auto-262144,3,gcc13_auto,262144,85450,350003200,500558636,756379970254730359,756379970254730359,1098688581,2712525119,1098688580,500588516,500588516,1
r03-o25-gcc13_scalar-262144,3,gcc13_scalar,262144,85450,350003200,526925495,756379970254730359,756379970254730359,1156562410,2712525119,1156562418,526956711,526956711,1
r03-o26-clang18_scalar-6291456,3,clang18_scalar,6291456,1221,120029184,688120948,257963754663396029,257963754663396029,1510375158,630154337,1510375152,688154322,688154322,1
r03-o27-gcc13_auto-32768,3,gcc13_auto,32768,878907,450000384,435875654,995719398065972051,995719398065972051,956714840,3487503295,956714836,435906664,435906664,1
r03-o28-gcc13_auto-536870912,3,gcc13_auto,536870912,3,25165824,327075544,54016160691990295,54016160691990295,717908724,195035455,717908708,327109912,327109912,1
r04-o01-clang18_auto-8388608,4,clang18_auto,8388608,916,120061952,807916227,257992015106286337,257992015106286337,1773315182,630326369,1773315170,807951269,807951269,1
r04-o02-clang18_auto-32768,4,clang18_auto,32768,878907,450000384,282860953,995719398065972051,995719398065972051,620862840,2362503137,620862836,282890241,282890241,1
r04-o03-gcc13_auto-262144,4,gcc13_auto,262144,85450,350003200,535680698,756379970254730359,756379970254730359,1175779881,2712525119,1175779880,535713637,535713637,1
r04-o04-gcc13_scalar-536870912,4,gcc13_scalar,536870912,3,25165824,316544674,54016160691990295,54016160691990295,694794321,195035455,694794320,316576677,316576677,1
r04-o05-clang18_auto-262144,4,clang18_auto,262144,85450,350003200,492959572,756379970254730359,756379970254730359,1082012014,1837517921,1082012030,492992093,492992093,1
r04-o06-clang18_auto-36864,4,clang18_auto,36864,781250,450000000,377566773,996272629659386701,996272629659386701,828733060,2362501121,828733026,377597428,377597428,1
r04-o07-clang18_scalar-32768,4,clang18_scalar,32768,878907,450000384,281909102,995719398065972051,995719398065972051,618773048,2362503137,618773034,281938021,281938021,1
r04-o08-gcc13_auto-32768,4,gcc13_auto,32768,878907,450000384,435704362,995719398065972051,995719398065972051,956338611,3487503295,956338614,435731044,435731044,1
r04-o09-gcc13_scalar-8388608,4,gcc13_scalar,8388608,916,120061952,837466738,257992015106286337,257992015106286337,1838174563,930480447,1838174558,837500164,837500164,1
r04-o10-clang18_scalar-262144,4,clang18_scalar,262144,85450,350003200,560080290,756379970254730359,756379970254730359,1229336343,1837517921,1229336328,560111828,560111828,1
r04-o11-clang18_scalar-6291456,4,clang18_scalar,6291456,1221,120029184,873763955,257963754663396029,257963754663396029,1917845245,630154337,1917845270,873796257,873796257,1
r04-o12-gcc13_auto-6291456,4,gcc13_auto,6291456,1221,120029184,898735680,257963754663396029,257963754663396029,1972639375,930226497,1972639394,898770780,898770780,1
r04-o13-gcc13_auto-536870912,4,gcc13_auto,536870912,3,25165824,318789282,54016160691990295,54016160691990295,699720861,195035455,699720846,318823340,318823340,1
r04-o14-clang18_scalar-36864,4,clang18_scalar,36864,781250,450000000,377506193,996272629659386701,996272629659386701,828600428,2362501121,828600432,377535664,377535664,1
r04-o15-gcc13_auto-36864,4,gcc13_auto,36864,781250,450000000,525806474,996272629659386701,996272629659386701,1154106800,3487500319,1154106778,525839710,525839710,1
r04-o16-gcc13_scalar-36864,4,gcc13_scalar,36864,781250,450000000,526060695,996272629659386701,996272629659386701,1154663660,3487500319,1154663664,526090607,526090607,1
r04-o17-clang18_scalar-1048576,4,clang18_scalar,1048576,15259,250003456,620432096,540782577536582989,540782577536582989,1361802789,1312519265,1361802794,620462245,620462245,1
r04-o18-gcc13_auto-1048576,4,gcc13_auto,1048576,15259,250003456,691922424,540782577536582989,540782577536582989,1518717162,1937527103,1518717200,691953683,691953683,1
r04-o19-clang18_auto-1048576,4,clang18_auto,1048576,15259,250003456,619763072,540782577536582989,540782577536582989,1360335082,1312519265,1360335086,619794056,619794056,1
r04-o20-gcc13_scalar-6291456,4,gcc13_scalar,6291456,1221,120029184,651825433,257963754663396029,257963754663396029,1430706922,930226495,1430706926,651858033,651858033,1
r04-o21-clang18_scalar-8388608,4,clang18_scalar,8388608,916,120061952,786735700,257992015106286337,257992015106286337,1726825568,630326369,1726825584,786768689,786768689,1
r04-o22-gcc13_scalar-262144,4,gcc13_scalar,262144,85450,350003200,458301192,756379970254730359,756379970254730359,1005936892,2712525119,1005936910,458329779,458329779,1
r04-o23-gcc13_scalar-1048576,4,gcc13_scalar,1048576,15259,250003456,692315590,540782577536582989,540782577536582989,1519579623,1937527103,1519579622,692347104,692347104,1
r04-o24-clang18_scalar-536870912,4,clang18_scalar,536870912,3,25165824,308812934,54016160691990295,54016160691990295,677825365,132121697,677825368,308847727,308847727,1
r04-o25-clang18_auto-6291456,4,clang18_auto,6291456,1221,120029184,602813771,257963754663396029,257963754663396029,1323132974,630154337,1323132976,602848529,602848529,1
r04-o26-gcc13_scalar-32768,4,gcc13_scalar,32768,878907,450000384,435722967,995719398065972051,995719398065972051,956379805,3487503295,956379798,435751181,435751181,1
r04-o27-clang18_auto-536870912,4,clang18_auto,536870912,3,25165824,309701975,54016160691990295,54016160691990295,679777086,132121697,679777098,309737834,309737834,1
r04-o28-gcc13_auto-8388608,4,gcc13_auto,8388608,916,120061952,754781564,257992015106286337,257992015106286337,1656687780,930480447,1656687780,754813979,754813979,1
r05-o01-clang18_scalar-536870912,5,clang18_scalar,536870912,3,25165824,308708564,54016160691990295,54016160691990295,677596149,132121697,677596172,308742545,308742545,1
r05-o02-clang18_auto-6291456,5,clang18_auto,6291456,1221,120029184,539244285,257963754663396029,257963754663396029,1183602980,630154337,1183602992,539281048,539281048,1
r05-o03-clang18_auto-536870912,5,clang18_auto,536870912,3,25165824,311904308,54016160691990295,54016160691990295,684610930,132121697,684610938,311940615,311940615,1
r05-o04-gcc13_scalar-1048576,5,gcc13_scalar,1048576,15259,250003456,745009690,540782577536582989,540782577536582989,1635238406,1937527109,1635238374,745040087,745040087,1
r05-o05-gcc13_scalar-32768,5,gcc13_scalar,32768,878907,450000384,440278442,995719398065972051,995719398065972051,966378608,3487503295,966378600,440309665,440309665,1
r05-o06-clang18_scalar-8388608,5,clang18_scalar,8388608,916,120061952,1087651639,257992015106286337,257992015106286337,2387312905,630326369,2387312906,1087688199,1087688199,1
r05-o07-clang18_auto-36864,5,clang18_auto,36864,781250,450000000,377695293,996272629659386701,996272629659386701,829017551,2362501121,829017596,377727886,377727886,1
r05-o08-clang18_auto-262144,5,clang18_auto,262144,85450,350003200,430357503,756379970254730359,756379970254730359,944606403,1837517921,944606454,430394000,430394000,1
r05-o09-clang18_scalar-32768,5,clang18_scalar,32768,878907,450000384,281998424,995719398065972051,995719398065972051,618969206,2362503137,618969230,282027661,282027661,1
r05-o10-clang18_scalar-36864,5,clang18_scalar,36864,781250,450000000,376736357,996272629659386701,996272629659386701,826910929,2362501121,826910942,376766637,376766637,1
r05-o11-gcc13_auto-262144,5,gcc13_auto,262144,85450,350003200,535186117,756379970254730359,756379970254730359,1174693575,2712525119,1174693564,535216368,535216368,1
r05-o12-gcc13_scalar-8388608,5,gcc13_scalar,8388608,916,120061952,960151416,257992015106286337,257992015106286337,2107456862,930480447,2107456868,960184297,960184297,1
r05-o13-gcc13_auto-36864,5,gcc13_auto,36864,781250,450000000,525709590,996272629659386701,996272629659386701,1153892963,3487500319,1153892982,525740100,525740100,1
r05-o14-gcc13_auto-6291456,5,gcc13_auto,6291456,1221,120029184,814878974,257963754663396029,257963754663396029,1788596318,930226495,1788596326,814913253,814913253,1
