mode,state,perf_profile,round,repetition,iterations,target_instructions_per_iteration,dynamic_target_instructions,tsc_ticks,wall_ns,cpu_before,cpu_after,minor_faults,major_faults,checksum,cycles,cycles_enabled,cycles_running,instructions,instructions_enabled,instructions_running,ref_cycles,ref_cycles_enabled,ref_cycles_running,branches,branches_enabled,branches_running,branch_misses,branch_misses_enabled,branch_misses_running,uops_issued_any,uops_issued_any_enabled,uops_issued_any_running,uops_retired_all,uops_retired_all_enabled,uops_retired_all_running,port0_active_cycles,port0_active_cycles_enabled,port0_active_cycles_running,port1_active_cycles,port1_active_cycles_enabled,port1_active_cycles_running,port5_active_cycles,port5_active_cycles_enabled,port5_active_cycles_running
page_state_probe,page_cold,basic,13,0,1,0,0,2359092,1074947,4,4,1027,0,0,746496,1105921,1105921,7866,1104079,1104079,517396,1102195,1102195,2329,1100193,1100193,60,1097603,1097603,,,,,,,,,,,,,,,
add_latency,warm,none,13,0,1000000000,1,1000000000,708284122,322693256,4,4,0,0,3000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,13,0,1000000000,2,2000000000,709887524,323423681,4,4,0,0,6000000002,1006435016,323447331,323447331,4000000681,323445951,323445951,693472692,323445359,323445359,1000000272,323444317,323444317,26,323442329,323442329,,,,,,,,,,,,,,,
add_latency,warm,basic,13,0,100000,1,100000,68800,31396,4,4,0,0,300001,101283,49149,49149,300674,48406,48406,70092,47287,47287,100272,45703,45703,18,43450,43450,,,,,,,,,,,,,,,
xor_break,warm,basic,13,0,1000000000,3,3000000000,707670830,322413829,4,4,0,0,1,1003285010,322436065,322436065,5000000674,322435818,322435818,691775458,322435370,322435370,1000000272,322434239,322434239,22,322432369,322432369,,,,,,,,,,,,,,,
shift_latency,warm,basic,13,0,1000000000,1,1000000000,708125724,322621029,4,4,0,0,0,1003405789,322643938,322643938,3000000676,322643568,322643568,691907678,322643140,322643140,1000000272,322642327,322642327,30,322640518,322640518,,,,,,,,,,,,,,,
imul_latency,warm,basic,13,0,1000000000,1,1000000000,2121923842,966744926,4,4,0,0,9215150800219179009,3009780330,966767556,966767556,3000000674,966767244,966767244,2073950846,966776469,966776469,1000000272,966775391,966775391,25,966773500,966773500,,,,,,,,,,,,,,,
xor_throughput,warm,basic,13,0,1000000000,8,8000000000,1652148536,752716094,4,4,0,0,0,2341182708,752738561,752738561,10000000703,752738187,752738187,1613865726,752737971,752737971,1000000272,752737081,752737081,26,752735343,752735343,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,13,0,1000000000,8,8000000000,1775613254,808966452,4,4,0,0,24000000008,2502479646,808989516,808989516,10000000702,808988932,808988932,1736317594,808988579,808988579,1000000272,808987308,808987308,33,808985553,808985553,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,13,0,1000000000,4,4000000000,948385518,432083088,4,4,0,0,12000000004,1345189836,432106613,432106613,6000000685,432106515,432106515,927186502,432105982,432105982,1000000272,432104210,432104210,31,432101789,432101789,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,13,0,1,0,0,35956,16762,4,4,3,0,130560,59627,56965,56965,6842,54302,54302,42438,51983,51983,1305,50057,50057,54,47494,47494,,,,,,,,,,,,,,,
empty,warm,basic,13,0,1000000000,0,0,706882612,322054541,4,4,0,0,0,1003271852,322074844,322074844,2000000674,322073834,322073834,690833374,322072696,322072696,1000000272,322071285,322071285,28,322069643,322069643,,,,,,,,,,,,,,,
add_latency,warm,basic,13,0,10000000,1,10000000,7132234,3249505,4,4,0,0,30000001,10043528,3267747,3267747,30000674,3266960,3266960,6925754,3265868,3265868,10000272,3264212,3264212,23,3261935,3261935,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,13,0,1000000000,8,8000000000,5675044352,2585539910,4,4,0,0,18380974180624777224,8026422012,2585563520,2585563520,10000000702,2585563252,2585563252,5544581482,2585562685,2585562685,1000000272,2585561329,2585561329,25,2585559399,2585559399,,,,,,,,,,,,,,,
and_zero_control,warm,basic,13,0,1000000000,3,3000000000,3536031356,1611009571,4,4,0,0,1,5016364238,1611033131,1611033131,5000000676,1611032805,1611032805,3455613876,1611032260,1611032260,1000000272,1611031225,1611031225,22,1611029399,1611029399,,,,,,,,,,,,,,,
add_latency,warm,basic,13,0,1000000000,1,1000000000,726551940,331016085,4,4,0,0,3000000001,1015866543,331038792,331038792,3000000674,331039465,331039465,711504750,331038849,331038849,1000000272,331037672,331037672,39,331035639,331035639,,,,,,,,,,,,,,,
empty,warm,basic,13,0,1000,0,0,816,417,4,4,0,0,0,2410,18393,18393,2674,17544,17544,2178,16450,16450,1272,14805,14805,27,12565,12565,,,,,,,,,,,,,,,
add_latency,warm,none,14,0,1000000000,1,1000000000,709135036,323080871,4,4,0,0,3000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empty,warm,basic,14,0,100000,0,0,68822,31416,4,4,0,0,0,101471,49422,49422,200674,48631,48631,70246,47450,47450,100272,45856,45856,20,43608,43608,,,,,,,,,,,,,,,
shift_latency,warm,basic,14,0,1000000000,1,1000000000,708450094,322768809,4,4,0,0,0,1003514505,322789948,322789948,3000000676,322789873,322789873,691681870,322789451,322789451,1000000272,322788209,322788209,24,322786147,322786147,,,,,,,,,,,,,,,
page_state_probe,warm,basic,14,0,1,0,0,25498,11756,4,4,3,0,130560,41924,45543,45543,6842,42122,42122,29700,40254,40254,1305,38346,38346,50,35727,35727,,,,,,,,,,,,,,,
xor_break,warm,basic,14,0,1000000000,3,3000000000,714918976,325716107,4,4,0,0,1,1003310652,325748964,325748964,5000000674,325749556,325749556,698968380,325749321,325749321,1000000272,325737699,325737699,24,325735768,325735768,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,14,0,1000000000,2,2000000000,712743704,324725036,4,4,0,0,6000000002,1006898685,324747822,324747822,4000000681,324748174,324748174,694892792,324747910,324747910,1000000272,324746782,324746782,28,324744795,324744795,,,,,,,,,,,,,,,
add_latency,warm,basic,14,0,100000,1,100000,68806,31389,4,4,0,0,300001,101249,49358,49358,300674,48590,48590,70026,47406,47406,100272,45748,45748,19,43462,43462,,,,,,,,,,,,,,,
add_latency,warm,basic,14,0,10000000,1,10000000,7227996,3293145,4,4,0,0,30000001,10058880,3312144,3312144,30000674,3311389,3311389,6946126,3310279,3310279,10000272,3308928,3308928,28,3306708,3306708,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,14,0,1000000000,8,8000000000,5672195010,2584241705,4,4,0,0,18380974180624777224,8026048524,2584264941,2584264941,10000000702,2584274199,2584274199,5543911208,2584273469,2584273469,1000000272,2584272174,2584272174,23,2584270234,2584270234,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,14,0,1,0,0,2230740,1016453,4,4,1027,0,0,750029,1049777,1049777,7866,1046105,1046105,518980,1044333,1044333,2329,1042521,1042521,54,1039860,1039860,,,,,,,,,,,,,,,
imul_latency,warm,basic,14,0,1000000000,1,1000000000,2123774818,967588173,4,4,0,0,9215150800219179009,3010004973,967610915,967610915,3000000674,967611286,967611286,2074664790,967610695,967610695,1000000272,967609721,967609721,26,967608040,967608040,,,,,,,,,,,,,,,
and_zero_control,warm,basic,14,0,1000000000,3,3000000000,3546764724,1615899750,4,4,0,0,1,5015912049,1615922249,1615922249,5000000676,1615922084,1615922084,3468465088,1615921802,1615921802,1000000272,1615920670,1615920670,25,1615918387,1615918387,,,,,,,,,,,,,,,
add_latency,warm,basic,14,0,1000,1,1000,800,429,4,4,0,0,3001,2544,18383,18383,3674,17515,17515,2266,16369,16369,1272,14794,14794,22,12666,12666,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,14,0,1,0,0,37540,17291,4,4,3,0,130560,62064,88765,88765,6842,75058,75058,44308,72511,72511,1305,70011,70011,59,66776,66776,,,,,,,,,,,,,,,
empty,warm,basic,14,0,1000,0,0,788,412,4,4,0,0,0,2512,18244,18244,2674,17440,17440,2178,16384,16384,1272,14762,14762,27,12534,12534,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,14,0,1000000000,8,8000000000,1650294780,751871578,4,4,0,0,24000000008,2340989847,751893787,751893787,10000000702,751894612,751894612,1612988938,751894018,751894018,1000000272,751892742,751892742,27,751890850,751890850,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,14,0,1000000000,1,1000000000,729377752,332303573,4,4,0,0,3000000001,1019309007,332337877,332337877,3000000676,332338302,332338302,714083678,332337669,332337669,1000000272,332325712,332325712,36,332323462,332323462,,,,,,,,,,,,,,,
timer_only,warm,none,14,0,1,0,0,70,128,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shift_throughput,warm,basic,14,0,1000000000,8,8000000000,3193169114,1454802138,4,4,0,0,0,4514411108,1454825715,1454825715,10000000702,1454824792,1454824792,3122236172,1454824704,1454824704,1000000272,1454823486,1454823486,23,1454821149,1454821149,,,,,,,,,,,,,,,
add_latency,warm,basic,14,0,1000000000,1,1000000000,706521124,321889975,4,4,0,0,3000000001,1003180441,321911146,321911146,3000000674,321910338,321910338,690972920,321909789,321909789,1000000272,321909054,321909054,23,321907464,321907464,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,14,0,1000000000,4,4000000000,960300382,437511407,4,4,0,0,12000000004,1347024196,437533129,437533129,6000000685,437533925,437533925,939896584,437533779,437533779,1000000272,437533003,437533003,26,437531087,437531087,,,,,,,,,,,,,,,
add_latency,warm,expanded,14,0,1000000000,1,1000000000,718516712,327355149,4,4,0,0,3000000001,500970365,327410866,162377948,1792569065,327411375,195378542,485601314,327410490,228376913,698140810,327408745,228399543,236,327406112,228418603,1402220527,327402420,229454653,1408209023,327397918,230425105,133594851,327393103,131991649,133137249,327388284,130986164,132756325,327383938,129956966
empty,warm,basic,14,0,1000000000,0,0,708838144,322945687,4,4,0,0,0,1003314100,322966810,322966810,2000000674,322968511,322968511,693075240,322968299,322968299,1000000272,322967110,322967110,33,322965472,322965472,,,,,,,,,,,,,,,
xor_throughput,warm,basic,14,0,1000000000,8,8000000000,1648117602,750879648,4,4,0,0,0,2340717918,750902369,750902369,10000000703,750902484,750902484,1612185146,750902219,750902219,1000000272,750901261,750901261,28,750899548,750899548,,,,,,,,,,,,,,,
empty,warm,basic,14,0,10000000,0,0,7107616,3238296,4,4,0,0,0,10035947,3275763,3275763,20000674,3265262,3265262,6918846,3264095,3264095,10000272,3262307,3262307,24,3250668,3250668,,,,,,,,,,,,,,,
