sample_id,round,language,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r05-o19-cpp-32768,5,cpp,32768,683594,350000128,338880988,774447998133594241,774447998133594241,743819582,2712501311,743819582,338909231,338909231,1
r05-o20-go-32768,5,go,32768,683594,350000128,1019062735,774447998133594241,774447998133594241,2231152405,7918860655,2231153430,1018115857,1018115857,true
r05-o21-cpp-1048576,5,cpp,1048576,15259,250003456,691141228,540782577536582989,540782577536582989,1517001743,1937527103,1517001750,691170711,691170711,1
r05-o22-c-262144,5,c,262144,85450,350003200,513173753,756379970254730359,756379970254730359,1126377431,2187520337,1126377450,513201036,513201036,1
r05-o23-go-1048576,5,go,1048576,15259,250003456,772766665,540782577536582989,540782577536582989,1692527979,5656407573,1692528266,772181312,772181312,true
r05-o24-rust-6291456,5,rust,6291456,1221,120029184,617711205,257963754663396029,257963754663396029,1355829798,945230172,1355829772,617745165,617745165,1
r05-o25-cpp-536870912,5,cpp,536870912,3,25165824,316249716,54016160691990295,54016160691990295,694146647,195035455,694146640,316282773,316282773,1
r05-o26-cpp-8388608,5,cpp,8388608,916,120061952,852488986,257992015106286337,257992015106286337,1871146784,930480447,1871146794,852520531,852520531,1
r05-o27-go-8388608,5,go,8388608,916,120061952,989878422,257992015106286337,257992015106286337,2166462908,2716492759,2166463068,988718797,988718797,true
r05-o28-c-536870912,5,c,536870912,3,25165824,311331781,54016160691990295,54016160691990295,683352261,157286737,683352230,311365237,311365237,1
r06-o01-rust-6291456,6,rust,6291456,1221,120029184,586220330,257963754663396029,257963754663396029,1286709753,945230172,1286709754,586254782,586254782,1
r06-o02-go-32768,6,go,32768,683594,350000128,1018514425,774447998133594241,774447998133594241,2231167284,7918860442,2231167752,1017776640,1017776640,true
r06-o03-cpp-536870912,6,cpp,536870912,3,25165824,328540076,54016160691990295,54016160691990295,721122888,195035455,721122864,328573109,328573109,1
r06-o04-go-536870912,6,go,536870912,3,25165824,324214993,54016160691990295,54016160691990295,708446954,569409604,708446772,323660601,323660601,true
r06-o05-rust-536870912,6,rust,536870912,3,25165824,312482890,54016160691990295,54016160691990295,685879265,198181212,685879260,312517304,312517304,1
r06-o06-rust-36864,6,rust,36864,607639,350000064,303205334,774878977565100034,774878977565100034,665514533,2756250852,665514542,303233766,303233766,1
r06-o07-go-36864,6,go,36864,607639,350000064,1018490694,774878977565100034,774878977565100034,2231481455,7918858315,2231482044,1017840000,1017840000,true
r06-o08-go-6291456,6,go,6291456,1221,120029184,811182003,257963754663396029,257963754663396029,1772593238,2715736066,1772592822,810222749,810222749,true
r06-o09-rust-32768,6,rust,32768,683594,350000128,299102098,774447998133594241,774447998133594241,656508041,2756251356,656508028,299129914,299129914,1
r06-o10-go-262144,6,go,262144,85450,350003200,1022269255,756379970254730359,756379970254730359,2238783040,7918929519,2238783822,1021449717,1021449717,true
r06-o11-c-1048576,6,c,1048576,15259,250003456,620667205,540782577536582989,540782577536582989,1362236268,1562521939,1362236282,620686025,620686025,1
r06-o12-cpp-36864,6,cpp,36864,607639,350000064,407147652,774878977565100034,774878977565100034,893659176,2712500815,893659206,407176434,407176434,1
r06-o13-c-6291456,6,c,6291456,1221,120029184,558701863,257963754663396029,257963754663396029,1226309324,750182737,1226309326,558736635,558736635,1
r06-o14-c-32768,6,c,32768,683594,350000128,278534267,774447998133594241,774447998133594241,611363699,2187501137,611363698,278563827,278563827,1
r06-o15-c-262144,6,c,262144,85450,350003200,435837783,756379970254730359,756379970254730359,956632115,2187520337,956632116,435866586,435866586,1
r06-o16-c-36864,6,c,36864,607639,350000064,326327093,774878977565100034,774878977565100034,716264163,2187500737,716264164,326352036,326352036,1
r06-o17-rust-1048576,6,rust,1048576,15259,250003456,621405452,540782577536582989,540782577536582989,1363938165,1968777564,1363938114,621435234,621435234,1
r06-o18-rust-8388608,6,rust,8388608,916,120061952,745320207,257992015106286337,257992015106286337,1635921245,945488220,1635921254,745355107,745355107,1
r06-o19-c-8388608,6,c,8388608,916,120061952,679303592,257992015106286337,257992015106286337,1491019780,750387537,1491019772,679337134,679337134,1
r06-o20-cpp-6291456,6,cpp,6291456,1221,120029184,1245273109,257963754663396029,257963754663396029,2733275681,930226495,2733275666,1245308513,1245308513,1
r06-o21-cpp-8388608,6,cpp,8388608,916,120061952,994065724,257992015106286337,257992015106286337,2181896918,930480447,2181896904,994100376,994100376,1
r06-o22-cpp-1048576,6,cpp,1048576,15259,250003456,804056366,540782577536582989,540782577536582989,1764841420,1937527103,1764841430,804087214,804087214,1
r06-o23-c-536870912,6,c,536870912,3,25165824,311057355,54016160691990295,54016160691990295,682750543,157286737,682750552,311090212,311090212,1
r06-o24-cpp-262144,6,cpp,262144,85450,350003200,681070784,756379970254730359,756379970254730359,1494898101,2712525119,1494898086,681100323,681100323,1
r06-o25-rust-262144,6,rust,262144,85450,350003200,593700309,756379970254730359,756379970254730359,1303127353,2756275548,1303127342,593730525,593730525,1
r06-o26-go-1048576,6,go,1048576,15259,250003456,771946245,540782577536582989,540782577536582989,1689881883,5656410423,1689883008,771384041,771384041,true
r06-o27-go-8388608,6,go,8388608,916,120061952,944565408,257992015106286337,257992015106286337,2065838544,2716485723,2065838192,943477195,943477195,true
r06-o28-cpp-32768,6,cpp,32768,683594,350000128,340586623,774447998133594241,774447998133594241,747563343,2712501311,747563388,340615391,340615391,1
r07-o01-rust-262144,7,rust,262144,85450,350003200,583711193,756379970254730359,756379970254730359,1281202373,2756275548,1281202362,583743748,583743748,1
r07-o02-cpp-262144,7,cpp,262144,85450,350003200,528617063,756379970254730359,756379970254730359,1160274730,2712525119,1160274742,528646460,528646460,1
r07-o03-rust-36864,7,rust,36864,607639,350000064,299935476,774878977565100034,774878977565100034,658337698,2756250852,658337702,299964616,299964616,1
r07-o04-rust-8388608,7,rust,8388608,916,120061952,838064167,257992015106286337,257992015106286337,1839486000,945488220,1839486044,838100241,838100241,1
r07-o05-go-36864,7,go,36864,607639,350000064,1018417115,774878977565100034,774878977565100034,2231295001,7918857352,2231295836,1017760630,1017760630,true
r07-o06-cpp-32768,7,cpp,32768,683594,350000128,340282089,774447998133594241,774447998133594241,746895065,2712501311,746895094,340311339,340311339,1
r07-o07-go-536870912,7,go,536870912,3,25165824,324145306,54016160691990295,54016160691990295,708291983,569408700,708291936,323599706,323599706,true
r07-o08-rust-32768,7,rust,32768,683594,350000128,299474943,774447998133594241,774447998133594241,657326985,2756251356,657326978,299503671,299503671,1
r07-o09-go-262144,7,go,262144,85450,350003200,1021543313,756379970254730359,756379970254730359,2236939229,7918931254,2236940640,1020827496,1020827496,true
