round,sample_id,variant,implementation,value_type,footprint_bytes,passes,shuffle_key
13,r13-o006-clangpp-scalar-double-1048576,clangpp,scalar,double,1048576,2048,0031768250
13,r13-o007-rust-avx2-string16-67108864,rust,avx2,string16,67108864,32,0032029634
13,r13-o008-c-scalar-short-32768,c,scalar,short,32768,65536,0057142164
13,r13-o009-cpp_native-scalar-short-32768,cpp_native,scalar,short,32768,65536,0059189125
13,r13-o010-cpp_unroll-u1-double-262144,cpp_unroll,u1,double,262144,8192,0072554185
13,r13-o011-clangpp-scalar-short-32768,clangpp,scalar,short,32768,65536,0082330328
13,r13-o012-rust_unroll-u2-double-1048576,rust_unroll,u2,double,1048576,2048,0087385964
13,r13-o013-rust-avx2-float-32768,rust,avx2,float,32768,65536,0092768911
13,r13-o014-c-avx2-int-8388608,c,avx2,int,8388608,256,0098831627
13,r13-o015-cpp_unroll-u1-double-8388608,cpp_unroll,u1,double,8388608,256,0099127270
13,r13-o016-c-scalar-float-1048576,c,scalar,float,1048576,2048,0105861316
13,r13-o017-c-avx2-short-262144,c,avx2,short,262144,8192,0109129264
13,r13-o018-rust-avx2-string16-1048576,rust,avx2,string16,1048576,2048,0129147474
13,r13-o019-cpp_unroll-u8-float-67108864,cpp_unroll,u8,float,67108864,32,0148224368
13,r13-o020-cpp_unroll-u2-double-262144,cpp_unroll,u2,double,262144,8192,0155699246
13,r13-o021-c-avx2-double-262144,c,avx2,double,262144,8192,0161330878
13,r13-o022-cpp-avx2-int-1048576,cpp,avx2,int,1048576,2048,0171335989
13,r13-o023-go-scalar-float-1048576,go,scalar,float,1048576,2048,0178228887
13,r13-o024-clangpp-scalar-double-8388608,clangpp,scalar,double,8388608,256,0181871792
13,r13-o025-rust_unroll-u8-float-1048576,rust_unroll,u8,float,1048576,2048,0186031783
13,r13-o026-go-scalar-double-8388608,go,scalar,double,8388608,256,0201474286
13,r13-o027-rust_unroll-u1-float-262144,rust_unroll,u1,float,262144,8192,0203409210
13,r13-o028-clangpp-scalar-string16-262144,clangpp,scalar,string16,262144,8192,0208174948
13,r13-o029-cpp_native-scalar-double-8388608,cpp_native,scalar,double,8388608,256,0210286083
13,r13-o030-rust-scalar-short-67108864,rust,scalar,short,67108864,32,0213711336
13,r13-o031-rust_unroll-u1-double-1048576,rust_unroll,u1,double,1048576,2048,0219925428
13,r13-o032-clangpp-scalar-double-67108864,clangpp,scalar,double,67108864,32,0220122696
13,r13-o033-rust_unroll-u2-double-32768,rust_unroll,u2,double,32768,65536,0221938545
13,r13-o034-cpp-avx2-string16-67108864,cpp,avx2,string16,67108864,32,0253957048
13,r13-o035-rust_unroll-u8-double-32768,rust_unroll,u8,double,32768,65536,0256783385
13,r13-o036-go-scalar-float-262144,go,scalar,float,262144,8192,0262038427
13,r13-o037-rust_unroll-u8-double-1048576,rust_unroll,u8,double,1048576,2048,0270379450
13,r13-o038-rust_unroll-u8-float-67108864,rust_unroll,u8,float,67108864,32,0272773216
13,r13-o039-go-scalar-short-262144,go,scalar,short,262144,8192,0284969037
13,r13-o040-cpp_native-scalar-int-67108864,cpp_native,scalar,int,67108864,32,0311008105
13,r13-o041-go-scalar-short-8388608,go,scalar,short,8388608,256,0313900473
13,r13-o042-c-avx2-float-262144,c,avx2,float,262144,8192,0325627771
13,r13-o043-rust-scalar-int-32768,rust,scalar,int,32768,65536,0329107901
13,r13-o044-c-scalar-short-1048576,c,scalar,short,1048576,2048,0331311330
13,r13-o045-cpp-avx2-double-8388608,cpp,avx2,double,8388608,256,0338053993
13,r13-o046-cpp-scalar-int-1048576,cpp,scalar,int,1048576,2048,0354120128
13,r13-o047-cpp-scalar-double-32768,cpp,scalar,double,32768,65536,0354893076
13,r13-o048-cpp_unroll-u2-float-262144,cpp_unroll,u2,float,262144,8192,0358484985
13,r13-o049-cpp_unroll-u1-double-67108864,cpp_unroll,u1,double,67108864,32,0378884654
13,r13-o050-c-avx2-float-32768,c,avx2,float,32768,65536,0384250210
13,r13-o051-rust-scalar-string16-8388608,rust,scalar,string16,8388608,256,0400940068
13,r13-o052-cpp-scalar-short-1048576,cpp,scalar,short,1048576,2048,0403136177
13,r13-o053-c-scalar-short-8388608,c,scalar,short,8388608,256,0418491221
13,r13-o054-go-scalar-int-262144,go,scalar,int,262144,8192,0419059120
13,r13-o055-c-avx2-string16-8388608,c,avx2,string16,8388608,256,0419862072
13,r13-o056-cpp-avx2-short-1048576,cpp,avx2,short,1048576,2048,0423812490
13,r13-o057-c-scalar-string16-67108864,c,scalar,string16,67108864,32,0435916067
13,r13-o058-rust-avx2-float-67108864,rust,avx2,float,67108864,32,0450102178
13,r13-o059-cpp-scalar-string16-1048576,cpp,scalar,string16,1048576,2048,0453984438
13,r13-o060-clangpp-scalar-float-32768,clangpp,scalar,float,32768,65536,0456872457
13,r13-o061-rust-avx2-short-8388608,rust,avx2,short,8388608,256,0464778293
13,r13-o062-rust-avx2-int-8388608,rust,avx2,int,8388608,256,0465045870
13,r13-o063-clangpp-scalar-int-1048576,clangpp,scalar,int,1048576,2048,0465108532
13,r13-o064-cpp_unroll-u2-double-8388608,cpp_unroll,u2,double,8388608,256,0466378588
13,r13-o065-go-scalar-float-8388608,go,scalar,float,8388608,256,0467114495
13,r13-o066-rust_unroll-u1-float-1048576,rust_unroll,u1,float,1048576,2048,0470741826
13,r13-o067-c-avx2-short-67108864,c,avx2,short,67108864,32,0478399855
13,r13-o068-cpp_unroll-u1-float-262144,cpp_unroll,u1,float,262144,8192,0481443370
13,r13-o069-cpp_unroll-u2-double-67108864,cpp_unroll,u2,double,67108864,32,0489749847
13,r13-o070-clangpp-scalar-short-8388608,clangpp,scalar,short,8388608,256,0514188229
13,r13-o071-go-scalar-string16-32768,go,scalar,string16,32768,65536,0518327119
13,r13-o072-cpp-avx2-float-8388608,cpp,avx2,float,8388608,256,0532723216
13,r13-o073-rust-scalar-short-262144,rust,scalar,short,262144,8192,0534551129
13,r13-o074-rust-avx2-float-262144,rust,avx2,float,262144,8192,0544698886
13,r13-o075-cpp_unroll-u2-float-8388608,cpp_unroll,u2,float,8388608,256,0549147258
13,r13-o076-rust_unroll-u2-double-8388608,rust_unroll,u2,double,8388608,256,0549985536
13,r13-o077-rust-avx2-short-67108864,rust,avx2,short,67108864,32,0551321194
13,r13-o078-c-avx2-int-262144,c,avx2,int,262144,8192,0560807592
13,r13-o079-cpp_native-scalar-short-1048576,cpp_native,scalar,short,1048576,2048,0561373838
13,r13-o080-cpp-scalar-double-262144,cpp,scalar,double,262144,8192,0566619477
13,r13-o081-rust-avx2-int-67108864,rust,avx2,int,67108864,32,0582628679
13,r13-o082-cpp-avx2-int-8388608,cpp,avx2,int,8388608,256,0600000422
13,r13-o083-cpp-scalar-float-67108864,cpp,scalar,float,67108864,32,0611116507
13,r13-o084-cpp-scalar-string16-32768,cpp,scalar,string16,32768,65536,0611215868
13,r13-o085-cpp_unroll-u8-float-32768,cpp_unroll,u8,float,32768,65536,0618842460
13,r13-o086-cpp_native-scalar-float-67108864,cpp_native,scalar,float,67108864,32,0621863713
13,r13-o087-c-scalar-float-32768,c,scalar,float,32768,65536,0623122897
13,r13-o088-rust-scalar-string16-1048576,rust,scalar,string16,1048576,2048,0634319214
13,r13-o089-cpp-scalar-int-32768,cpp,scalar,int,32768,65536,0637041773
13,r13-o090-cpp_unroll-u8-float-262144,cpp_unroll,u8,float,262144,8192,0646856890
13,r13-o091-cpp-avx2-float-262144,cpp,avx2,float,262144,8192,0649020307
13,r13-o092-rust-avx2-double-8388608,rust,avx2,double,8388608,256,0652771586
13,r13-o093-cpp-avx2-double-1048576,cpp,avx2,double,1048576,2048,0653759198
13,r13-o094-rust_unroll-u1-float-8388608,rust_unroll,u1,float,8388608,256,0654213939
13,r13-o095-rust-scalar-string16-67108864,rust,scalar,string16,67108864,32,0655395664
13,r13-o096-go-scalar-int-8388608,go,scalar,int,8388608,256,0664678199
13,r13-o097-rust-avx2-short-262144,rust,avx2,short,262144,8192,0665305278
13,r13-o098-clangpp-scalar-float-8388608,clangpp,scalar,float,8388608,256,0675855928
13,r13-o099-rust-scalar-string16-32768,rust,scalar,string16,32768,65536,0690407449
13,r13-o100-rust-avx2-float-8388608,rust,avx2,float,8388608,256,0692154724
13,r13-o101-cpp_native-scalar-short-67108864,cpp_native,scalar,short,67108864,32,0709141548
13,r13-o102-rust-avx2-int-32768,rust,avx2,int,32768,65536,0721936698
13,r13-o103-cpp-avx2-short-32768,cpp,avx2,short,32768,65536,0722958292
13,r13-o104-rust-scalar-double-67108864,rust,scalar,double,67108864,32,0730560021
13,r13-o105-cpp-scalar-short-262144,cpp,scalar,short,262144,8192,0731303253
13,r13-o106-clangpp-scalar-string16-67108864,clangpp,scalar,string16,67108864,32,0733619019
13,r13-o107-clangpp-scalar-string16-1048576,clangpp,scalar,string16,1048576,2048,0736930595
13,r13-o108-c-scalar-int-67108864,c,scalar,int,67108864,32,0749378983
13,r13-o109-cpp-avx2-string16-1048576,cpp,avx2,string16,1048576,2048,0789283183
13,r13-o110-c-scalar-double-32768,c,scalar,double,32768,65536,0790177539
13,r13-o111-cpp_native-scalar-int-32768,cpp_native,scalar,int,32768,65536,0794110333
13,r13-o112-c-scalar-int-1048576,c,scalar,int,1048576,2048,0813057792
13,r13-o113-rust_unroll-u1-double-32768,rust_unroll,u1,double,32768,65536,0813669779
13,r13-o114-rust_unroll-u1-float-67108864,rust_unroll,u1,float,67108864,32,0814020334
13,r13-o115-cpp-scalar-int-262144,cpp,scalar,int,262144,8192,0825083090
13,r13-o116-c-avx2-double-1048576,c,avx2,double,1048576,2048,0827107916
13,r13-o117-go-scalar-string16-1048576,go,scalar,string16,1048576,2048,0829053758
13,r13-o118-c-scalar-int-262144,c,scalar,int,262144,8192,0838661459
13,r13-o119-rust_unroll-u8-float-262144,rust_unroll,u8,float,262144,8192,0839093350
13,r13-o120-c-scalar-double-1048576,c,scalar,double,1048576,2048,0857585009
13,r13-o121-go-scalar-string16-8388608,go,scalar,string16,8388608,256,0896190573
13,r13-o122-rust_unroll-u8-float-32768,rust_unroll,u8,float,32768,65536,0898453965
13,r13-o123-cpp_native-scalar-double-1048576,cpp_native,scalar,double,1048576,2048,0900086997
13,r13-o124-rust-scalar-float-1048576,rust,scalar,float,1048576,2048,0917695818
13,r13-o125-cpp_native-scalar-double-262144,cpp_native,scalar,double,262144,8192,0920209895
13,r13-o126-clangpp-scalar-short-1048576,clangpp,scalar,short,1048576,2048,0920468829
13,r13-o127-cpp-avx2-short-8388608,cpp,avx2,short,8388608,256,0923483468
13,r13-o128-cpp_native-scalar-string16-32768,cpp_native,scalar,string16,32768,65536,0924006932
13,r13-o129-c-scalar-string16-1048576,c,scalar,string16,1048576,2048,0927565253
13,r13-o130-go-scalar-short-32768,go,scalar,short,32768,65536,0929050278
13,r13-o131-cpp-scalar-double-1048576,cpp,scalar,double,1048576,2048,0937046075
13,r13-o132-c-scalar-short-262144,c,scalar,short,262144,8192,0940395696
13,r13-o133-rust-scalar-double-1048576,rust,scalar,double,1048576,2048,0941231167
13,r13-o134-c-avx2-float-1048576,c,avx2,float,1048576,2048,0945321548
13,r13-o135-cpp-scalar-short-32768,cpp,scalar,short,32768,65536,0947744514
13,r13-o136-c-avx2-double-32768,c,avx2,double,32768,65536,0952003561
13,r13-o137-cpp_unroll-u8-double-1048576,cpp_unroll,u8,double,1048576,2048,0960476580
13,r13-o138-cpp_native-scalar-short-262144,cpp_native,scalar,short,262144,8192,0965002365
13,r13-o139-cpp_native-scalar-string16-1048576,cpp_native,scalar,string16,1048576,2048,0973927924
13,r13-o140-c-avx2-float-67108864,c,avx2,float,67108864,32,0976146230
13,r13-o141-cpp-avx2-string16-8388608,cpp,avx2,string16,8388608,256,0981145166
13,r13-o142-c-avx2-short-32768,c,avx2,short,32768,65536,1002185023
13,r13-o143-rust-avx2-string16-262144,rust,avx2,string16,262144,8192,1004899210
13,r13-o144-cpp-scalar-short-67108864,cpp,scalar,short,67108864,32,1006424106
13,r13-o145-rust_unroll-u1-double-8388608,rust_unroll,u1,double,8388608,256,1008667867
13,r13-o146-go-scalar-int-32768,go,scalar,int,32768,65536,1016961483
13,r13-o147-rust-avx2-double-32768,rust,avx2,double,32768,65536,1033806304
13,r13-o148-clangpp-scalar-string16-32768,clangpp,scalar,string16,32768,65536,1049655846
13,r13-o149-c-avx2-int-32768,c,avx2,int,32768,65536,1058338325
13,r13-o150-c-avx2-string16-32768,c,avx2,string16,32768,65536,1059696851
13,r13-o151-rust_unroll-u2-float-32768,rust_unroll,u2,float,32768,65536,1067253355
13,r13-o152-cpp_native-scalar-float-8388608,cpp_native,scalar,float,8388608,256,1071063178
13,r13-o153-cpp-avx2-double-32768,cpp,avx2,double,32768,65536,1081710044
13,r13-o154-cpp_native-scalar-int-1048576,cpp_native,scalar,int,1048576,2048,1084781940
13,r13-o155-go-scalar-string16-67108864,go,scalar,string16,67108864,32,1104564115
13,r13-o156-go-scalar-short-1048576,go,scalar,short,1048576,2048,1107625992
13,r13-o157-c-scalar-float-262144,c,scalar,float,262144,8192,1109401205
13,r13-o158-cpp-avx2-float-67108864,cpp,avx2,float,67108864,32,1113170358
13,r13-o159-cpp_native-scalar-short-8388608,cpp_native,scalar,short,8388608,256,1127876252
13,r13-o160-c-avx2-int-67108864,c,avx2,int,67108864,32,1140286930
13,r13-o161-cpp_unroll-u8-double-8388608,cpp_unroll,u8,double,8388608,256,1140538097
13,r13-o162-cpp-avx2-string16-262144,cpp,avx2,string16,262144,8192,1154259338
13,r13-o163-rust_unroll-u2-double-67108864,rust_unroll,u2,double,67108864,32,1158964042
13,r13-o164-rust-scalar-float-32768,rust,scalar,float,32768,65536,1160228847
13,r13-o165-c-scalar-float-8388608,c,scalar,float,8388608,256,1167988423
13,r13-o166-cpp_unroll-u2-double-32768,cpp_unroll,u2,double,32768,65536,1170395382
13,r13-o167-rust-scalar-float-262144,rust,scalar,float,262144,8192,1180643424
13,r13-o168-clangpp-scalar-float-262144,clangpp,scalar,float,262144,8192,1180800804
13,r13-o169-rust-avx2-int-1048576,rust,avx2,int,1048576,2048,1197228097
13,r13-o170-c-scalar-double-262144,c,scalar,double,262144,8192,1202930702
13,r13-o171-c-scalar-int-32768,c,scalar,int,32768,65536,1208001950
13,r13-o172-rust_unroll-u2-float-8388608,rust_unroll,u2,float,8388608,256,1209044035
13,r13-o173-cpp-avx2-int-262144,cpp,avx2,int,262144,8192,1211502683
13,r13-o174-cpp-avx2-string16-32768,cpp,avx2,string16,32768,65536,1213035640
13,r13-o175-cpp_unroll-u8-double-32768,cpp_unroll,u8,double,32768,65536,1214878361
13,r13-o176-cpp-avx2-int-32768,cpp,avx2,int,32768,65536,1220065941
13,r13-o177-rust_unroll-u8-double-8388608,rust_unroll,u8,double,8388608,256,1228308131
13,r13-o178-cpp-scalar-float-1048576,cpp,scalar,float,1048576,2048,1248279314
13,r13-o179-go-scalar-int-1048576,go,scalar,int,1048576,2048,1254310427
13,r13-o180-c-avx2-string16-1048576,c,avx2,string16,1048576,2048,1267384848
13,r13-o181-c-avx2-short-8388608,c,avx2,short,8388608,256,1269477000
13,r13-o182-clangpp-scalar-int-67108864,clangpp,scalar,int,67108864,32,1274515309
13,r13-o183-go-scalar-int-67108864,go,scalar,int,67108864,32,1275657749
13,r13-o184-cpp_unroll-u8-float-8388608,cpp_unroll,u8,float,8388608,256,1292870885
13,r13-o185-rust-scalar-short-1048576,rust,scalar,short,1048576,2048,1301529254
13,r13-o186-cpp-avx2-double-262144,cpp,avx2,double,262144,8192,1308140766
13,r13-o187-cpp-avx2-short-262144,cpp,avx2,short,262144,8192,1310449382
13,r13-o188-rust_unroll-u8-float-8388608,rust_unroll,u8,float,8388608,256,1311069086
13,r13-o189-clangpp-scalar-short-262144,clangpp,scalar,short,262144,8192,1322515938
13,r13-o190-rust_unroll-u1-double-262144,rust_unroll,u1,double,262144,8192,1325482126
13,r13-o191-rust_unroll-u2-float-1048576,rust_unroll,u2,float,1048576,2048,1357756468
13,r13-o192-c-avx2-string16-67108864,c,avx2,string16,67108864,32,1358900773
13,r13-o193-cpp-scalar-string16-8388608,cpp,scalar,string16,8388608,256,1359672710
13,r13-o194-cpp-scalar-string16-67108864,cpp,scalar,string16,67108864,32,1366164796
13,r13-o195-cpp-avx2-float-1048576,cpp,avx2,float,1048576,2048,1367796761
13,r13-o196-cpp-avx2-float-32768,cpp,avx2,float,32768,65536,1369534205
13,r13-o197-rust-avx2-int-262144,rust,avx2,int,262144,8192,1389209289
13,r13-o198-rust_unroll-u2-float-262144,rust_unroll,u2,float,262144,8192,1401491322
13,r13-o199-clangpp-scalar-double-32768,clangpp,scalar,double,32768,65536,1413647322
13,r13-o200-cpp_native-scalar-int-8388608,cpp_native,scalar,int,8388608,256,1415260939
13,r13-o201-cpp-scalar-float-262144,cpp,scalar,float,262144,8192,1415369332
13,r13-o202-c-scalar-double-67108864,c,scalar,double,67108864,32,1425951355
13,r13-o203-rust-scalar-int-262144,rust,scalar,int,262144,8192,1430952312
13,r13-o204-cpp_native-scalar-string16-67108864,cpp_native,scalar,string16,67108864,32,1432270684
13,r13-o205-cpp-scalar-short-8388608,cpp,scalar,short,8388608,256,1437074500
13,r13-o206-clangpp-scalar-string16-8388608,clangpp,scalar,string16,8388608,256,1457622337
13,r13-o207-c-avx2-double-8388608,c,avx2,double,8388608,256,1457731859
13,r13-o208-clangpp-scalar-int-8388608,clangpp,scalar,int,8388608,256,1459902434
13,r13-o209-c-scalar-string16-32768,c,scalar,string16,32768,65536,1479313682
13,r13-o210-rust-avx2-short-1048576,rust,avx2,short,1048576,2048,1480617100
13,r13-o211-rust-scalar-short-8388608,rust,scalar,short,8388608,256,1484526849
13,r13-o212-rust-scalar-int-8388608,rust,scalar,int,8388608,256,1496574515
13,r13-o213-cpp_unroll-u2-float-67108864,cpp_unroll,u2,float,67108864,32,1496635997
13,r13-o214-rust-avx2-float-1048576,rust,avx2,float,1048576,2048,1517635885
13,r13-o215-cpp-scalar-double-67108864,cpp,scalar,double,67108864,32,1540911216
13,r13-o216-rust_unroll-u2-double-262144,rust_unroll,u2,double,262144,8192,1547074459
13,r13-o217-go-scalar-double-67108864,go,scalar,double,67108864,32,1559305890
13,r13-o218-go-scalar-double-1048576,go,scalar,double,1048576,2048,1565717324
13,r13-o219-rust_unroll-u1-float-32768,rust_unroll,u1,float,32768,65536,1566295709
13,r13-o220-c-scalar-double-8388608,c,scalar,double,8388608,256,1591189867
13,r13-o221-cpp-scalar-float-8388608,cpp,scalar,float,8388608,256,1594598568
13,r13-o222-c-scalar-string16-8388608,c,scalar,string16,8388608,256,1615771260
13,r13-o223-cpp-scalar-float-32768,cpp,scalar,float,32768,65536,1615969503
13,r13-o224-cpp-avx2-double-67108864,cpp,avx2,double,67108864,32,1623546197
13,r13-o225-cpp_native-scalar-string16-262144,cpp_native,scalar,string16,262144,8192,1650750029
13,r13-o226-go-scalar-float-67108864,go,scalar,float,67108864,32,1652978292
13,r13-o227-cpp-avx2-int-67108864,cpp,avx2,int,67108864,32,1655906920
13,r13-o228-rust_unroll-u1-double-67108864,rust_unroll,u1,double,67108864,32,1657363173
13,r13-o229-cpp_native-scalar-float-32768,cpp_native,scalar,float,32768,65536,1658019431
13,r13-o230-cpp-scalar-int-67108864,cpp,scalar,int,67108864,32,1663968085
13,r13-o231-cpp_unroll-u1-double-32768,cpp_unroll,u1,double,32768,65536,1670439571
13,r13-o232-rust-avx2-short-32768,rust,avx2,short,32768,65536,1695943515
13,r13-o233-rust-scalar-double-262144,rust,scalar,double,262144,8192,1697728754
13,r13-o234-cpp_native-scalar-double-67108864,cpp_native,scalar,double,67108864,32,1711796771
13,r13-o235-c-avx2-int-1048576,c,avx2,int,1048576,2048,1711902997
13,r13-o236-cpp_unroll-u2-double-1048576,cpp_unroll,u2,double,1048576,2048,1713022813
13,r13-o237-c-avx2-string16-262144,c,avx2,string16,262144,8192,1713706728
13,r13-o238-c-avx2-double-67108864,c,avx2,double,67108864,32,1725388187
13,r13-o239-rust_unroll-u2-float-67108864,rust_unroll,u2,float,67108864,32,1749022613
13,r13-o240-c-scalar-short-67108864,c,scalar,short,67108864,32,1758545209
13,r13-o241-clangpp-scalar-int-32768,clangpp,scalar,int,32768,65536,1761543925
13,r13-o242-go-scalar-float-32768,go,scalar,float,32768,65536,1773789284
13,r13-o243-rust_unroll-u8-double-67108864,rust_unroll,u8,double,67108864,32,1785781478
13,r13-o244-rust-avx2-double-262144,rust,avx2,double,262144,8192,1786595045
13,r13-o245-go-scalar-short-67108864,go,scalar,short,67108864,32,1792602598
13,r13-o246-clangpp-scalar-float-67108864,clangpp,scalar,float,67108864,32,1817418911
13,r13-o247-cpp_unroll-u1-float-1048576,cpp_unroll,u1,float,1048576,2048,1832369083
13,r13-o248-rust-scalar-int-1048576,rust,scalar,int,1048576,2048,1835030444
13,r13-o249-cpp_native-scalar-float-262144,cpp_native,scalar,float,262144,8192,1835397405
13,r13-o250-c-scalar-int-8388608,c,scalar,int,8388608,256,1849028707
13,r13-o251-cpp-scalar-double-8388608,cpp,scalar,double,8388608,256,1850513211
13,r13-o252-cpp_unroll-u1-float-67108864,cpp_unroll,u1,float,67108864,32,1851769892
13,r13-o253-cpp_unroll-u1-double-1048576,cpp_unroll,u1,double,1048576,2048,1864719525
13,r13-o254-cpp-scalar-string16-262144,cpp,scalar,string16,262144,8192,1870821742
13,r13-o255-clangpp-scalar-int-262144,clangpp,scalar,int,262144,8192,1871800710
13,r13-o256-clangpp-scalar-double-262144,clangpp,scalar,double,262144,8192,1876996837
13,r13-o257-cpp_unroll-u1-float-8388608,cpp_unroll,u1,float,8388608,256,1879036504
13,r13-o258-c-avx2-float-8388608,c,avx2,float,8388608,256,1883912052
13,r13-o259-cpp_native-scalar-string16-8388608,cpp_native,scalar,string16,8388608,256,1910302927
13,r13-o260-cpp-scalar-int-8388608,cpp,scalar,int,8388608,256,1910352215
13,r13-o261-clangpp-scalar-short-67108864,clangpp,scalar,short,67108864,32,1911493680
13,r13-o262-go-scalar-double-32768,go,scalar,double,32768,65536,1941056907
13,r13-o263-rust-scalar-int-67108864,rust,scalar,int,67108864,32,1946012132
13,r13-o264-rust-scalar-float-8388608,rust,scalar,float,8388608,256,1949644009
13,r13-o265-c-scalar-string16-262144,c,scalar,string16,262144,8192,1971997425
13,r13-o266-go-scalar-string16-262144,go,scalar,string16,262144,8192,1983873699
13,r13-o267-rust-scalar-double-8388608,rust,scalar,double,8388608,256,2005626325
13,r13-o268-rust-scalar-string16-262144,rust,scalar,string16,262144,8192,2006736533
13,r13-o269-rust-avx2-string16-32768,rust,avx2,string16,32768,65536,2022492987
13,r13-o270-cpp_unroll-u8-double-67108864,cpp_unroll,u8,double,67108864,32,2023705795
13,r13-o271-cpp_native-scalar-float-1048576,cpp_native,scalar,float,1048576,2048,2030279770
13,r13-o272-go-scalar-double-262144,go,scalar,double,262144,8192,2046439187
13,r13-o273-rust-avx2-double-67108864,rust,avx2,double,67108864,32,2057159022
13,r13-o274-cpp_unroll-u8-double-262144,cpp_unroll,u8,double,262144,8192,2057415202
13,r13-o275-cpp_unroll-u1-float-32768,cpp_unroll,u1,float,32768,65536,2061720621
13,r13-o276-rust_unroll-u8-double-262144,rust_unroll,u8,double,262144,8192,2062650498
13,r13-o277-cpp_native-scalar-int-262144,cpp_native,scalar,int,262144,8192,2064268940
13,r13-o278-clangpp-scalar-float-1048576,clangpp,scalar,float,1048576,2048,2072134857
13,r13-o279-cpp_unroll-u2-float-32768,cpp_unroll,u2,float,32768,65536,2072617651
13,r13-o280-cpp_native-scalar-double-32768,cpp_native,scalar,double,32768,65536,2077745416
13,r13-o281-rust-avx2-string16-8388608,rust,avx2,string16,8388608,256,2080173860
13,r13-o282-c-scalar-float-67108864,c,scalar,float,67108864,32,2080981942
13,r13-o283-rust-avx2-double-1048576,rust,avx2,double,1048576,2048,2081120969
13,r13-o284-rust-scalar-float-67108864,rust,scalar,float,67108864,32,2090095958
13,r13-o285-rust-scalar-double-32768,rust,scalar,double,32768,65536,2100272487
14,r14-o001-c-avx2-float-8388608,c,avx2,float,8388608,256,0002066166
14,r14-o002-c-scalar-string16-1048576,c,scalar,string16,1048576,2048,0006879185
14,r14-o003-c-avx2-double-8388608,c,avx2,double,8388608,256,0008812511
14,r14-o004-cpp_unroll-u8-double-1048576,cpp_unroll,u8,double,1048576,2048,0023566189
14,r14-o005-rust-avx2-int-262144,rust,avx2,int,262144,8192,0026577503
14,r14-o006-rust_unroll-u8-float-32768,rust_unroll,u8,float,32768,65536,0029885238
14,r14-o007-rust_unroll-u1-float-8388608,rust_unroll,u1,float,8388608,256,0030545632
14,r14-o008-rust_unroll-u1-float-1048576,rust_unroll,u1,float,1048576,2048,0034879280
14,r14-o009-clangpp-scalar-string16-32768,clangpp,scalar,string16,32768,65536,0037060583
14,r14-o010-cpp_unroll-u2-double-1048576,cpp_unroll,u2,double,1048576,2048,0037908616
14,r14-o011-go-scalar-float-67108864,go,scalar,float,67108864,32,0038760759
14,r14-o012-cpp-scalar-int-262144,cpp,scalar,int,262144,8192,0041814366
14,r14-o013-c-avx2-short-1048576,c,avx2,short,1048576,2048,0045310697
14,r14-o014-c-avx2-string16-8388608,c,avx2,string16,8388608,256,0070867938
14,r14-o015-cpp_native-scalar-double-1048576,cpp_native,scalar,double,1048576,2048,0079358334
14,r14-o016-clangpp-scalar-string16-262144,clangpp,scalar,string16,262144,8192,0097524042
14,r14-o017-c-scalar-string16-262144,c,scalar,string16,262144,8192,0110241581
14,r14-o018-cpp_unroll-u1-float-1048576,cpp_unroll,u1,float,1048576,2048,0123312131
14,r14-o019-rust_unroll-u1-double-1048576,rust_unroll,u1,double,1048576,2048,0149231093
14,r14-o020-cpp_native-scalar-float-67108864,cpp_native,scalar,float,67108864,32,0168083173
14,r14-o021-rust-avx2-double-8388608,rust,avx2,double,8388608,256,0172741633
14,r14-o022-c-avx2-double-67108864,c,avx2,double,67108864,32,0186956375
14,r14-o023-cpp_native-scalar-float-1048576,cpp_native,scalar,float,1048576,2048,0201151481
14,r14-o024-c-scalar-int-8388608,c,scalar,int,8388608,256,0215205683
14,r14-o025-go-scalar-double-67108864,go,scalar,double,67108864,32,0217881821
14,r14-o026-cpp_unroll-u2-double-8388608,cpp_unroll,u2,double,8388608,256,0230735692
14,r14-o027-rust_unroll-u2-double-67108864,rust_unroll,u2,double,67108864,32,0234264938
14,r14-o028-cpp_native-scalar-short-67108864,cpp_native,scalar,short,67108864,32,0245860622
14,r14-o029-go-scalar-int-1048576,go,scalar,int,1048576,2048,0247186337
14,r14-o030-cpp-avx2-double-32768,cpp,avx2,double,32768,65536,0247411461
14,r14-o031-c-avx2-float-1048576,c,avx2,float,1048576,2048,0251580081
14,r14-o032-c-scalar-string16-32768,c,scalar,string16,32768,65536,0264216934
14,r14-o033-cpp_unroll-u2-double-32768,cpp_unroll,u2,double,32768,65536,0272421602
14,r14-o034-c-scalar-float-67108864,c,scalar,float,67108864,32,0281449372
14,r14-o035-clangpp-scalar-string16-1048576,clangpp,scalar,string16,1048576,2048,0298877158
14,r14-o036-clangpp-scalar-string16-8388608,clangpp,scalar,string16,8388608,256,0304153272
14,r14-o037-rust-scalar-string16-67108864,rust,scalar,string16,67108864,32,0314855103
14,r14-o038-cpp-avx2-float-8388608,cpp,avx2,float,8388608,256,0317669606
14,r14-o039-cpp-scalar-string16-262144,cpp,scalar,string16,262144,8192,0321635575
14,r14-o040-c-avx2-int-262144,c,avx2,int,262144,8192,0324622932
14,r14-o041-rust_unroll-u1-float-32768,rust_unroll,u1,float,32768,65536,0327604371
14,r14-o042-cpp-scalar-float-32768,cpp,scalar,float,32768,65536,0333540727
