sample_id,round,compiler,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r05-o20-gcc13_auto-262144,5,gcc13_auto,262144,5120,335544320,447208634,1812397056,1812397056,981589392,964767024,981589400,447235771,447235771,1
r05-o21-clang18_auto-262144,5,clang18_auto,262144,5120,335544320,434086483,1812397056,1812397056,952789485,786556031,952789486,434114881,434114881,1
r05-o22-clang18_auto-32768,5,clang18_auto,32768,40960,335544320,266733263,3633848320,3633848320,585463229,787416191,585463230,266762036,266762036,1
r05-o23-gcc13_auto-1048576,5,gcc13_auto,1048576,1280,335544320,717147851,2000108288,2000108288,1574083663,964709424,1574083632,717176051,717176051,1
r05-o24-clang18_scalar-36864,5,clang18_scalar,36864,36409,335545344,258133670,3368420452,3368420452,566587198,797249029,566587208,258160365,258160365,1
r05-o25-gcc13_auto-536870912,5,gcc13_auto,536870912,3,402653184,10629344104,1543198232,1543198232,23330532223,1157628253,23330532214,10629377104,10629377104,1
r05-o26-clang18_auto-36864,5,clang18_auto,36864,36409,335545344,277884557,3368420452,3368420452,609939162,787309367,609939176,277913227,277913227,1
r05-o27-clang18_scalar-536870912,5,clang18_scalar,536870912,3,402653184,10557575983,1543198232,1543198232,23173009182,956302495,23173009200,10557610591,10557610591,1
r05-o28-clang18_scalar-1048576,5,clang18_scalar,1048576,1280,335544320,730198842,2000108288,2000108288,1602720940,796930437,1602720944,730229048,730229048,1
r06-o01-gcc13_auto-262144,6,gcc13_auto,262144,5120,335544320,433217553,1812397056,1812397056,950869018,964767025,950868996,433244096,433244096,1
r06-o02-clang18_scalar-1048576,6,clang18_scalar,1048576,1280,335544320,734436985,2000108288,2000108288,1612034577,796930436,1612034600,734466409,734466409,1
r06-o03-clang18_scalar-536870912,6,clang18_scalar,536870912,3,402653184,10632085785,1543198232,1543198232,23336551542,956302495,23336551546,10632121343,10632121343,1
r06-o04-clang18_auto-8388608,6,clang18_auto,8388608,160,335544320,2407962947,2634976128,2634976128,5285286500,786436991,5285286512,2408000894,2408000894,1
r06-o05-gcc13_auto-536870912,6,gcc13_auto,536870912,3,402653184,10643671262,1543198232,1543198232,23361979072,1157628253,23361979058,10643707463,10643707463,1
r06-o06-gcc13_scalar-262144,6,gcc13_scalar,262144,5120,335544320,490126102,1812397056,1812397056,1075789784,1677747484,1075789748,490153423,490153423,1
r06-o07-clang18_auto-32768,6,clang18_auto,32768,40960,335544320,266771723,3633848320,3633848320,585547386,787416191,585547380,266799499,266799499,1
r06-o08-gcc13_auto-8388608,6,gcc13_auto,8388608,160,335544320,2338579611,2634976128,2634976128,5132992848,964692624,5132992832,2338615524,2338615524,1
r06-o09-clang18_auto-6291456,6,clang18_auto,6291456,214,336592896,1760105590,196891892,196891892,3863291706,788895887,3863291718,1760140965,1760140965,1
r06-o10-gcc13_auto-36864,6,gcc13_auto,36864,36409,335545344,263567911,3368420452,3368420452,578513307,965239303,578513298,263593597,263593597,1
r06-o11-clang18_auto-1048576,6,clang18_auto,1048576,1280,335544320,711189773,2000108288,2000108288,1561008073,786463871,1561008064,711218474,711218474,1
r06-o12-clang18_auto-536870912,6,clang18_auto,536870912,3,402653184,10528469055,1543198232,1543198232,23109122312,943719623,23109122300,10528503706,10528503706,1
