round,sample_id,compiler,footprint_bytes,passes,target_operations,shuffle_key
12,r12-o16-clang18_auto-8388608,clang18_auto,8388608,62,8000000,1334799865
12,r12-o17-gcc13_auto-536870912,gcc13_auto,536870912,1,4000000,1368693063
12,r12-o18-clang18_auto-32768,clang18_auto,32768,195313,100000000,1368888414
12,r12-o19-gcc13_scalar-32768,gcc13_scalar,32768,195313,100000000,1444219546
12,r12-o20-gcc13_scalar-262144,gcc13_scalar,262144,9766,40000000,1484651759
12,r12-o21-clang18_auto-6291456,clang18_auto,6291456,102,10000000,1633948898
12,r12-o22-clang18_scalar-8388608,clang18_scalar,8388608,62,8000000,1648889006
12,r12-o23-gcc13_scalar-36864,gcc13_scalar,36864,173612,100000000,1688297651
12,r12-o24-gcc13_scalar-8388608,gcc13_scalar,8388608,62,8000000,1715351989
12,r12-o25-gcc13_scalar-1048576,gcc13_scalar,1048576,1221,20000000,1834134733
12,r12-o26-gcc13_auto-262144,gcc13_auto,262144,9766,40000000,1948274652
12,r12-o27-clang18_auto-36864,clang18_auto,36864,173612,100000000,2104805856
12,r12-o28-gcc13_auto-6291456,gcc13_auto,6291456,102,10000000,2121146769
13,r13-o01-clang18_auto-36864,clang18_auto,36864,173612,100000000,0001316453
13,r13-o02-clang18_auto-6291456,clang18_auto,6291456,102,10000000,0004939402
13,r13-o03-gcc13_scalar-32768,gcc13_scalar,32768,195313,100000000,0057142164
13,r13-o04-gcc13_scalar-8388608,gcc13_scalar,8388608,62,8000000,0059189125
13,r13-o05-gcc13_auto-536870912,gcc13_auto,536870912,1,4000000,0082330328
13,r13-o06-clang18_scalar-36864,clang18_scalar,36864,173612,100000000,0109129264
13,r13-o07-clang18_scalar-32768,clang18_scalar,32768,195313,100000000,0331311330
13,r13-o08-gcc13_scalar-1048576,gcc13_scalar,1048576,1221,20000000,0403136177
13,r13-o09-clang18_auto-32768,clang18_auto,32768,195313,100000000,0418491221
13,r13-o10-gcc13_auto-6291456,gcc13_auto,6291456,102,10000000,0423812490
13,r13-o11-gcc13_auto-262144,gcc13_auto,262144,9766,40000000,0478399855
13,r13-o12-clang18_scalar-8388608,clang18_scalar,8388608,62,8000000,0561373838
13,r13-o13-gcc13_scalar-536870912,gcc13_scalar,536870912,1,4000000,0709141548
13,r13-o14-clang18_auto-1048576,clang18_auto,1048576,1221,20000000,0722958292
13,r13-o15-clang18_auto-262144,clang18_auto,262144,9766,40000000,0731303253
13,r13-o16-clang18_auto-536870912,clang18_auto,536870912,1,4000000,0920468829
13,r13-o17-clang18_scalar-6291456,clang18_scalar,6291456,102,10000000,0923483468
13,r13-o18-gcc13_auto-32768,gcc13_auto,32768,195313,100000000,0940395696
13,r13-o19-clang18_scalar-262144,clang18_scalar,262144,9766,40000000,0947744514
13,r13-o20-gcc13_auto-8388608,gcc13_auto,8388608,62,8000000,0965002365
13,r13-o21-gcc13_auto-36864,gcc13_auto,36864,173612,100000000,1002185023
13,r13-o22-clang18_scalar-1048576,clang18_scalar,1048576,1221,20000000,1006424106
13,r13-o23-clang18_auto-8388608,clang18_auto,8388608,62,8000000,1127876252
13,r13-o24-gcc13_scalar-262144,gcc13_scalar,262144,9766,40000000,1269477000
13,r13-o25-gcc13_scalar-6291456,gcc13_scalar,6291456,102,10000000,1310449382
13,r13-o26-clang18_scalar-536870912,clang18_scalar,536870912,1,4000000,1322515938
13,r13-o27-gcc13_auto-1048576,gcc13_auto,1048576,1221,20000000,1437074500
13,r13-o28-gcc13_scalar-36864,gcc13_scalar,36864,173612,100000000,1758545209
14,r14-o01-clang18_auto-36864,clang18_auto,36864,173612,100000000,0045310697
14,r14-o02-gcc13_scalar-536870912,gcc13_scalar,536870912,1,4000000,0245860622
14,r14-o03-clang18_scalar-32768,clang18_scalar,32768,195313,100000000,0453722811
14,r14-o04-clang18_auto-6291456,clang18_auto,6291456,102,10000000,0523413553
14,r14-o05-gcc13_scalar-8388608,gcc13_scalar,8388608,62,8000000,0550509908
14,r14-o06-gcc13_auto-8388608,gcc13_auto,8388608,62,8000000,0701121090
14,r14-o07-gcc13_scalar-32768,gcc13_scalar,32768,195313,100000000,0817548429
14,r14-o08-gcc13_auto-6291456,gcc13_auto,6291456,102,10000000,0873961858
14,r14-o09-clang18_auto-262144,clang18_auto,262144,9766,40000000,0896235373
14,r14-o10-clang18_auto-8388608,clang18_auto,8388608,62,8000000,0920952639
14,r14-o11-gcc13_auto-536870912,gcc13_auto,536870912,1,4000000,0943451240
14,r14-o12-clang18_auto-1048576,clang18_auto,1048576,1221,20000000,1032061046
14,r14-o13-gcc13_auto-36864,gcc13_auto,36864,173612,100000000,1045378628
14,r14-o14-gcc13_scalar-262144,gcc13_scalar,262144,9766,40000000,1054302241
14,r14-o15-gcc13_scalar-1048576,gcc13_scalar,1048576,1221,20000000,1119621268
14,r14-o16-clang18_scalar-1048576,clang18_scalar,1048576,1221,20000000,1140695506
14,r14-o17-gcc13_auto-262144,gcc13_auto,262144,9766,40000000,1156008705
14,r14-o18-clang18_auto-536870912,clang18_auto,536870912,1,4000000,1255549617
14,r14-o19-gcc13_scalar-6291456,gcc13_scalar,6291456,102,10000000,1293108360
14,r14-o20-clang18_scalar-262144,clang18_scalar,262144,9766,40000000,1481115407
14,r14-o21-clang18_auto-32768,clang18_auto,32768,195313,100000000,1615577675
14,r14-o22-clang18_scalar-8388608,clang18_scalar,8388608,62,8000000,1621342317
14,r14-o23-gcc13_auto-1048576,gcc13_auto,1048576,1221,20000000,1664767226
14,r14-o24-gcc13_auto-32768,gcc13_auto,32768,195313,100000000,1720718987
14,r14-o25-clang18_scalar-536870912,clang18_scalar,536870912,1,4000000,1796587758
14,r14-o26-gcc13_scalar-36864,gcc13_scalar,36864,173612,100000000,1828792767
14,r14-o27-clang18_scalar-6291456,clang18_scalar,6291456,102,10000000,1844085850
14,r14-o28-clang18_scalar-36864,clang18_scalar,36864,173612,100000000,2048498629
15,r15-o01-clang18_auto-36864,clang18_auto,36864,173612,100000000,0089304941
15,r15-o02-clang18_scalar-536870912,clang18_scalar,536870912,1,4000000,0123175931
15,r15-o03-gcc13_auto-32768,gcc13_auto,32768,195313,100000000,0353558631
15,r15-o04-gcc13_auto-8388608,gcc13_auto,8388608,62,8000000,0437239815
15,r15-o05-clang18_scalar-8388608,clang18_scalar,8388608,62,8000000,0533827149
15,r15-o06-clang18_scalar-32768,clang18_scalar,32768,195313,100000000,0576134292
15,r15-o07-clang18_scalar-6291456,clang18_scalar,6291456,102,10000000,0617204585
15,r15-o08-clang18_auto-32768,clang18_auto,32768,195313,100000000,0665180482
15,r15-o09-clang18_auto-8388608,clang18_auto,8388608,62,8000000,0714029026
15,r15-o10-gcc13_scalar-262144,gcc13_scalar,262144,9766,40000000,0839127482
15,r15-o11-gcc13_scalar-8388608,gcc13_scalar,8388608,62,8000000,1041830691
15,r15-o12-clang18_auto-6291456,clang18_auto,6291456,102,10000000,1041887704
15,r15-o13-clang18_auto-262144,clang18_auto,262144,9766,40000000,1061167493
15,r15-o14-gcc13_auto-36864,gcc13_auto,36864,173612,100000000,1088572233
15,r15-o15-clang18_scalar-1048576,clang18_scalar,1048576,1221,20000000,1274966906
15,r15-o16-gcc13_scalar-6291456,gcc13_scalar,6291456,102,10000000,1275767338
15,r15-o17-gcc13_auto-6291456,gcc13_auto,6291456,102,10000000,1324111226
15,r15-o18-clang18_auto-1048576,clang18_auto,1048576,1221,20000000,1341163800
15,r15-o19-gcc13_scalar-32768,gcc13_scalar,32768,195313,100000000,1577954694
15,r15-o20-clang18_auto-536870912,clang18_auto,536870912,1,4000000,1590630405
15,r15-o21-gcc13_auto-536870912,gcc13_auto,536870912,1,4000000,1804572152
15,r15-o22-gcc13_auto-262144,gcc13_auto,262144,9766,40000000,1833617555
15,r15-o23-gcc13_scalar-1048576,gcc13_scalar,1048576,1221,20000000,1836106359
15,r15-o24-clang18_scalar-36864,clang18_scalar,36864,173612,100000000,1840384347
15,r15-o25-gcc13_auto-1048576,gcc13_auto,1048576,1221,20000000,1892459952
15,r15-o26-gcc13_scalar-36864,gcc13_scalar,36864,173612,100000000,1899040325
15,r15-o27-gcc13_scalar-536870912,gcc13_scalar,536870912,1,4000000,1930063343
15,r15-o28-clang18_scalar-262144,clang18_scalar,262144,9766,40000000,2014486300
